"node1","node2"
"CYP2C19","GSTA1"
"CYP2C19","ORM1"
"CYP2A13","GSTA1"
"ABCG8","CD5L"
"HPX","SERPINC1"
"HPX","ORM1"
"HPX","HRG"
"ABCB11","GPT"
"ABCB11","CYP2C19"
"ABCB11","CYP2A13"
"ABCB11","ABCG8"
"ABCB11","HPX"
